qc.sample_name	Gender	facepheno.Age	Xc	Yc
176444163_S1	Female	47	2.002048373	0.003466478
176444164_S1	Male	45	1.014278017	1.009698276
176444172_S1	Female	22	2.009177763	0.004212744
176444173_S1	Male	20	1.00954766	1.011895445
176444174_S1	Male	36	1.008750754	1.003470127
176444175_S1	Female	46	2.008560073	0.003668603
176444176_S1	Female	61	2.003645062	0.004100695
176444177_S1	Male	48	1.008501459	0.987438142
176444178_S1	Female	65	1.985169492	0.003466872
176444179_S1	Female	65	1.980972079	0.004136505
176444181_S1	Female	21	2.015234871	0.004231909
176444182_S1	Male	25	1.002987453	1.007966541
176444183_S1	Female	46	2.015878659	0.004502903
176444184_S1	Male	29	1.004599982	1.00929016
176444185_S1	Female	57	1.983313229	0.004020909
176444187_S1	Female	51	1.813682358	0.003519578
176444188_S1	Female	36	1.996951839	0.004064215
176444189_S1	Male	56	1.0078125	0.998856707
176444190_S1	Male	19	1.007604563	1.013036393
176444192_S1	Male	52	1.002588844	1.005177689
176444193_S1	Female	45	1.999652113	0.003478866
176444194_S1	Male	47	1.003491968	1.009079118
176444197_S1	Female	50	2.000226142	0.003618272
176444198_S1	Male	37	1.004524193	1.000230044
176444200_S1	Female	54	1.995922309	0.00364846
176444201_S1	Female	54	1.997014183	0.005473999
176444202_S1	Female	59	1.981447465	0.0047759
176444203_S1	Male	22	1.009511315	1.010987209
176444205_S1	Male	29	1.011598817	1.015010234
176444207_S1	Male	29	1.001944264	1.006048823
176444208_S1	Male	29	1.004492166	1.006245207
176444209_S1	Female	23	2.019528707	0.004426507
176444210_S1	Male	57	0.999157855	0.982502105
176444211_S1	Female	53	1.982878545	0.020973783
176444212_S1	Female	45	2.006850026	0.004774261
176444213_S1	Female	56	2.011007621	0.00508044
176444214_S1	Female	63	1.992390834	0.004496325
176444215_S1	Female	57	1.986117538	0.005090236
176444216_S1	Male	56	1.008135593	1.004745763
176444217_S1	Female	56	1.995884774	0.005029721
176444219_S1	Female	21	2.005339436	0.004576659
176444221_S1	Female	66	1.984797756	0.003257624
176444222_S1	Male	58	1.007177033	1.000239234
176444223_S1	Male	49	1.001526385	1.003924989
176444224_S1	Female	38	2.003182686	0.004243582
176444225_S1	Female	48	2.024787133	0.004162725
176444227_S1	Female	27	2.004774355	0.003864954
176444228_S1	Female	31	2.006170554	0.005430088
176444289_S1	Female	59	2.004840764	0.005095541
176444363_S1	Female	33	2.008204031	0.003745318
176444399_S1	Male	20	1.009026211	1.006248915
176444411_S1	Female	31	2.014676317	0.004423
176444447_S1	Female	27	2.015891648	0.00469526
176444459_S1	Male	19	1.001461683	1.002505742
176444495_S1	Male	18	1.015649582	1.014655958
176444507_S1	Female	27	2.012294624	0.004470772
176444543_S1	Female	23	2.007194245	0.003288798
176444843_S1	Female	49	2.004846226	0.004846226
176444879_S1	Female	52	1.974353671	0.004550155
176444891_S1	Male	18	1.007390924	1.007549869
176444927_S1	Male	22	1.00635501	1.008792548
176444939_S1	Male	20	1.003634098	1.012148271
176445023_S1	Male	34	1.007459412	1.001491882
176445035_S1	Male	21	0.999461729	1.00204543
176445071_S1	Male	21	1.001319261	0.997361478
176445119_S1	Male	21	0.998047783	1.001580366
176445419_S1	Female	60	2.006335949	0.00374397
176445479_S1	Female	53	2.003996803	0.003996803
176445491_S1	Female	59	2.003109729	0.00444247
176445803_S1	Male	55	1.004537994	0.994110264
176445827_S1	Male	31	1.010839329	1.00911271
176445863_S1	Male	34	1.018254112	1.007590819
176445875_S1	Male	19	1.015767924	1.010192525
176446091_S1	Male	24	1.010833639	1.00550863
176446127_S1	Female	42	2.021979939	0.004535543
176446139_S1	Female	43	2.003999579	0.003368067
176446175_S1	Female	49	1.988112638	0.003897496
176446379_S1	Female	19	2.019762846	0.003387916
176446403_S1	Female	28	2.00886836	0.00443418
176446415_S1	Female	37	2.013823705	0.003583924
176446439_S1	Female	21	2.031995757	0.003888987
176446463_S1	Male	37	0.999391251	1.003043743
176446475_S1	Male	18	1.012224939	1.009673647
176446511_S1	Female	52	2.004279982	0.003566652
176446523_S1	Female	19	2.027714729	0.005256242
176446535_S1	Female	44	2.008783042	0.00506714
176446547_S1	Female	57	1.994821905	0.003452063
176446559_S1	Male	19	1.007498987	1.005269558
176447051_S1	Female	18	2.011084294	0.003575579
176447099_S1	Male	33	1.00392069	1.006833203
176447243_S1	Male	55	1.00755814	0.98255814
176447279_S1	Female	33	1.998852685	0.004589261
176447291_S1	Female	32	2.010616987	0.004407051
176447327_S1	Male	55	1.010104329	1.000739341
176447435_S1	Female	19	2.018651517	0.005574017
176447471_S1	Female	19	2.015117744	0.003876345
176447483_S1	Female	22	2.01237911	0.003868472
176447519_S1	Female	59	1.997088792	0.004109941
176447531_S1	Male	50	1.00551154	1.00430589
176447567_S1	Male	40	1.008920694	1.007156161
176447579_S1	Female	25	2.010158144	0.004617338
176447615_S1	Female	48	1.987137664	0.003914624
176447627_S1	Male	20	1.020560748	1.025318607
176447663_S1	Female	21	2.004871568	0.003542958
176447675_S1	Female	60	1.97109067	0.004129904
176447711_S1	Male	30	1.002100648	1.007215271
176447723_S1	Female	20	1.993777329	0.004372688
176447759_S1	Male	51	1.01051219	0.985014538
176447771_S1	Female	50	2.011268029	0.003004808
176447808_S1	Female	25	2.017232938	0.003916577
176447809_S1	Female	21	2.013601587	0.00311703
176447810_S1	Female	67	1.999407173	0.004347397
176447811_S1	Male	38	1.006769118	1.011708745
176447812_S1	Male	29	1.003948234	0.998245229
176447813_S1	Male	19	1.012249443	1.021476297
176447814_S1	Female	52	1.994111152	0.004048583
176447815_S1	Female	50	2.006833303	0.003596475
176447816_S1	Female	24	2.022136237	0.003959327
176447817_S1	Female	54	2.002193201	0.004585784
176447819_S1	Male	33	1.012542971	1.013100437
176447820_S1	Female	24	2.006538538	0.003566475
176447822_S1	Male	56	1.011091099	1.002938667
176447823_S1	Female	35	2.000510899	0.003746594
176447824_S1	Female	50	1.986029146	0.005299289
176447825_S1	Female	49	1.010321439	1.007765654
176447826_S1	Male	34	1.015431273	1.020247971
176447827_S1	Male	18	1.005293406	1.005142166
176447828_S1	Female	29	2.011104127	0.004190237
176447829_S1	Male	35	1.007428141	1.00484444
176447830_S1	Female	19	2.030647648	0.004240555
176447831_S1	Male	38	1.006831934	1.002927972
176447832_S1	Male	33	1.017883369	1.014082073
176447833_S1	Male	26	1.015465316	1.013113865
176447835_S1	Female	28	2.018105959	0.003778635
176447837_S1	Male	22	1.021508516	1.017615572
176447838_S1	Female	23	2.017268446	0.00418629
176447840_S1	Male	57	1.01576558	0.995130004
176447841_S1	Female	35	2.01268633	0.003171583
176447842_S1	Female	34	2.006494234	0.005374538
176447843_S1	Female	30	1.999398557	0.004009623
176447844_S1	Male	58	1.00321293	1.009444066
176447846_S1	Female	22	2.035711113	0.003553345
176447849_S1	Female	39	1.995045673	0.003715745
176447850_S1	Female	60	2.007518169	0.003007268
176447851_S1	Female	49	2.008337966	0.003705762
176447852_S1	Female	27	1.997231962	0.003690718
176447855_S1	Female	48	1.994892916	0.00461285
176447867_S1	Female	42	1.991114872	0.005500317
176447903_S1	Female	24	2.003615329	0.003470716
176448203_S1	Male	57	1.012576535	0.998014231
176448251_S1	Male	19	1.007371434	1.006157315
176448287_S1	Male	23	1.002121641	1.012022631
176448491_S1	Female	38	2.035313292	0.003621876
176500139_S1	Female	47	2.001011122	0.004044489
176500175_S1	Male	21	1.010469436	1.020375999
176500187_S1	Male	61	0.999556226	0.991035768
176500235_S1	Male	58	1.005675369	0.996070898
176500271_S1	Female	39	2.013360372	0.004771561
176500319_S1	Female	38	1.978615909	0.00375984
176500331_S1	Female	26	1.999017971	0.003928115
176500379_S1	Female	20	2.018365473	0.004591368
176500415_S1	Male	18	1.014972419	1.014296972
176500416_S1	Female	20	2.010581062	0.004124821
176500417_S1	Female	20	2.017864003	0.003457549
176500418_S1	Male	31	1.005882353	1.005882353
176500419_S1	Female	52	2.000347464	0.004864489
176500420_S1	Female	38	2.004562738	0.005214557
176500421_S1	Male	19	1.003067485	1.007939372
176500422_S1	Male	60	1.002108336	0.998053844
176500423_S1	Male	26	1.001193646	1.007070058
176500424_S1	Female	51	2.010385614	0.004615828
176500425_S1	Male	27	1.001700267	1.009472917
176500426_S1	Female	61	2.011980831	0.003594249
176500427_S1	Female	34	2.004802151	0.003457549
176500429_S1	Female	52	2.005826271	0.003884181
176500430_S1	Male	68	1.001230445	0.990683776
176500431_S1	Female	37	2.007226355	0.004250797
176500432_S1	Female	23	1.997730087	0.004127115
176500433_S1	Female	52	1.988636364	0.004734848
176500434_S1	Male	47	1.008161679	0.998834046
176500435_S1	Male	25	1.007288476	1.005387134
176500436_S1	Male	34	1.004392387	1.008687164
176500437_S1	Male	43	1.00617776	1.005779195
176500439_S1	Male	54	1.013943511	1.006792992
176500440_S1	Female	27	2.016066647	0.004363781
176500441_S1	Female	32	2.010942437	0.003544733
176500442_S1	Female	34	2.029721697	0.002882104
176500444_S1	Female	58	1.995859213	0.003764352
176500445_S1	Female	64	2	0.004699503
176500446_S1	Female	59	2.000848716	0.005092298
176500447_S1	Female	41	2.02016129	0.004480287
176500448_S1	Male	29	1.002181542	1.007303424
176500449_S1	Male	24	1.005481296	1.001827099
176500450_S1	Female	41	2.004241407	0.003534506
176500451_S1	Male	20	1.007829627	1.013466959
176500453_S1	Female	66	1.996579477	0.004828974
176500454_S1	Female	50	1.993934938	0.004043374
176500455_S1	Male	21	1.006037041	1.004399877
176500456_S1	Female	59	2.009500707	0.00444714
176500457_S1	Female	53	2.028165736	0.005121043
176500459_S1	Male	25	1.002605621	1.00130281
176500460_S1	Female	20	2.004232804	0.003848004
176500461_S1	Male	20	1.009579342	1.005914202
176500462_S1	Female	37	1.998838447	0.004065434
176500463_S1	Female	19	2.00783385	0.003643651
176500475_S1	Male	50	1.001319127	1.010248605
176500511_S1	Female	42	1.99653506	0.004376767
176500523_S1	Female	18	2.009225832	0.004011231
176500559_S1	Female	26	2.009920824	0.003815702
176500571_S1	Male	59	1.013061603	0.965076424
176500619_S1	Male	68	1.028379674	1.007670182
176500655_S1	Female	55	2.002223457	0.003557532
176500667_S1	Female	50	2.001992212	0.003622204
176500703_S1	Male	21	1.005601239	1.005124538
176500751_S1	Female	67	1.968086277	0.004401893
176500763_S1	Female	48	1.997608132	0.003986446
176500799_S1	Female	46	2.021489018	0.003803366
176500811_S1	Male	47	1.008449862	0.999027892
176500847_S1	Female	30	2.014758179	0.004267425
176500895_S1	Female	30	2.017244476	0.005029639
176500955_S1	Female	29	2.011426531	0.004284949
176500991_S1	Male	19	1.021037092	1.021775235
176501003_S1	Female	22	2.014686248	0.003433149
176501039_S1	Female	51	1.978189339	0.004136505
176501051_S1	Female	44	1.997808547	0.004382907
176501099_S1	Female	20	1.999601355	0.004783735
176501135_S1	Female	57	1.986685898	0.003550427
176501183_S1	Female	22	2.008020262	0.004643309
176501291_S1	Female	56	1.997872752	0.003867724
176501339_S1	Female	28	2.002378593	0.004360753
176501375_S1	Female	35	1.994545653	0.004363478
176530582_S1	Female	33	2.013161102	0.004549517
176530859_S1	Female	54	1.997534143	0.003793627
176530871_S1	Female	52	2	0.004078606
176530883_S1	Female	19	2.013832454	0.003803925
176530895_S1	Male	19	1.00840593	1.006571909
176530919_S1	Female	44	2.005125051	0.004510045
176530943_S1	Male	25	1.019480519	1.019032691
176530967_S1	Female	60	2.000592373	0.004146612
176530979_S1	Male	21	1.00127214	1.00733927
176530991_S1	Female	35	2.004078969	0.00391581
176531003_S1	Female	36	2.049167601	0.00414043
176531148_S1	Male	20	1.006984668	1.010902896
176531207_S1	Female	64	2.010337374	0.003759045
176531339_S1	Female	59	1.988280418	0.004687833
176531435_S1	Female	26	2.004882629	0.003755869
176531483_S1	Male	54	1.007672118	1.007672118
176531531_S1	Male	43	1.013761468	1.011276758
176531567_S1	Female	49	2.003011746	0.003614095
176531579_S1	Female	18	2.012346817	0.00442274
176531759_S1	Female	51	2.015151515	0.004329004
176532092_S1	Female	71	1.986751096	0.005065757
176532093_S1	Male	20	1.003477486	1.005795809
176532094_S1	Female	27	2.018490647	0.004300151
176532095_S1	Male	57	1.010412649	0.962205939
176532111_S1	Female	40	2.02739726	0.003743725
176532114_S1	Male	40	1.007638889	0.994791667
176532115_S1	Male	18	1.002129307	1.007355788
176532116_S1	Female	51	2.003365233	0.004627195
176532252_S1	Female	53	2.016322612	0.003840614
176532491_S1	Female	42	2.022505626	0.004501125
176532503_S1	Female	54	2.018693409	0.00389446
176532815_S1	Male	47	1.010309278	1.004892539
176532827_S1	Male	20	1.011049142	1.006839945
176532840_S1	Female	48	2.012530456	0.003132614
176532851_S1	Female	18	2.006171685	0.003740415
176532863_S1	Male	34	1.00619195	1.007466764
187500195_S1	Male	19	1.000201816	1.000807265
187500237_S1	Female	62	1.959494089	0.004629247
187500238_S1	Female	28	1.996045942	0.0048955
187519535_S1	Male	29	1.011720385	1.011511093
187520555_S1	Female	21	2.016051978	0.003821899
187520591_S1	Female	57	1.990579527	0.004037345
187520639_S1	Female	60	2.011555393	0.004402054
187520651_S1	Female	55	1.977003545	0.003803925
187520687_S1	Female	21	1.993870968	0.003548387
187520699_S1	Female	64	1.999291597	0.003542017
187520747_S1	Female	42	1.997940461	0.003744617
187520783_S1	Female	28	2.026596229	0.004736315
187520795_S1	Male	44	1.004319437	0.999095932
187520831_S1	Female	42	1.997537552	0.002954937
187521071_S1	Female	54	1.990609555	0.003294893
187521083_S1	Female	22	2.00901894	0.004008418
187521119_S1	Female	59	2.007388092	0.004345937
187521359_S1	Female	62	1.019047619	0.997759104
187521371_S1	Male	23	1.00317965	1.005476064
187521407_S1	Male	53	1.012823004	1
187521803_S1	Female	20	2.013484589	0.004494863
187521851_S1	Male	32	1.011845556	1.011483859
187521899_S1	Female	33	2.010050251	0.004466778
187521935_S1	Male	38	1.009706411	1.016177352
187521947_S1	Female	53	2.012804097	0.005121639
187521995_S1	Male	19	1.01186913	1.017236041
187522079_S1	Female	42	1.999617335	0.003443987
187522091_S1	Female	46	2.011737735	0.003301238
187522127_S1	Female	53	2.011790715	0.003789873
187522139_S1	Male	19	1.009121555	1.007336903
187522175_S1	Female	22	2.009656976	0.003621366
187522176_S1	Female	28	2.005396855	0.004094166
187522177_S1	Female	27	2.012393493	0.003442637
187522178_S1	Female	36	2.007621951	0.003429878
187522179_S1	Female	25	2.012554527	0.004255772
187522180_S1	Female	33	2.006258053	0.003681207
187522181_S1	Male	37	1.002210352	1.005710076
187522182_S1	Male	27	1.002414626	1.00741635
187522183_S1	Male	19	1.009335727	1.008078995
187522184_S1	Female	32	2.00990099	0.004950495
187522185_S1	Male	22	1.006036217	1.003061849
187522190_S1	Female	27	2.011616201	0.004336715
187522191_S1	Female	23	2.027065782	0.004301846
187522192_S1	Female	21	2.011963291	0.004260898
187522193_S1	Female	20	2.019955823	0.003199025
187522194_S1	Male	33	1.002569279	1.001284639
187522195_S1	Female	25	2.000755715	0.004156433
187522196_S1	Female	43	2.005279625	0.004301916
187522197_S1	Male	24	1.005258936	1.008646047
187522198_S1	Male	41	0.999838423	0.997899499
187522199_S1	Male	24	1.008305319	1.00276844
187522200_S1	Female	27	1.991354467	0.003390405
187522201_S1	Male	49	1.005650569	0.997363068
187522202_S1	Female	24	1.994184555	0.003078765
187522203_S1	Female	39	2.000417188	0.003754693
187522204_S1	Female	26	2.001367872	0.003077712
187522205_S1	Female	20	2.006872247	0.002995595
187522206_S1	Female	20	2.011080765	0.003433476
187522207_S1	Female	21	2.014258476	0.003647517
187522208_S1	Female	24	2	0.004362447
187522209_S1	Female	23	2.004180664	0.003583427
187522210_S1	Female	23	2.003847387	0.004168003
187522213_S1	Male	22	1.000404095	1.007273707
187522214_S1	Female	33	2.002503999	0.004590666
187522215_S1	Male	55	0.999444753	0.95613548
187522216_S1	Female	32	1.991391466	0.004155844
187522217_S1	Male	41	1.004222973	1.008727477
187522218_S1	Female	19	1.984411535	0.002727981
187522219_S1	Female	27	1.988158134	0.002914921
187522220_S1	Female	19	2.001632209	0.003627131
187522221_S1	Female	39	1.995558714	0.002842423
187522222_S1	Female	32	1.991744233	0.0029138
187522224_S1	Male	36	1.005099386	1.003850557
187522225_S1	Female	33	2.002884442	0.003966108
187522226_S1	Female	31	2.007506803	0.003378061
187522227_S1	Male	27	1.006378626	1.00926706
187522228_S1	Female	18	2.013832307	0.003410706
187522229_S1	Female	50	2.019131433	0.003443658
187522230_S1	Female	21	2.009049001	0.003756189
187522231_S1	Male	21	1.009079846	1.0014041
187522232_S1	Female	21	2.009276999	0.004033478
187522233_S1	Male	29	1.007222914	1.00871731
187522234_S1	Male	29	1.001010611	1.000505306
187522237_S1	Male	23	1.003831418	1.005634438
187522238_S1	Male	23	0.999634797	1.004163319
187522239_S1	Male	25	1.007871261	1.002448837
187522240_S1	Male	24	1.005323798	1.004211363
187522241_S1	Female	56	1.997337093	0.004072682
187522242_S1	Male	18	1.008165117	1.010433205
187522243_S1	Female	48	2.006465517	0.004741379
187522245_S1	Male	24	1.00473836	1.007210548
187522246_S1	Male	27	1.003678898	1.01047071
187522247_S1	Male	21	1.011196487	1.013611416
187522248_S1	Female	26	2.013224724	0.003833253
187522249_S1	Female	40	2.012821654	0.004273885
187522250_S1	Male	50	1.00612792	0.99693604
187522251_S1	Female	23	2.01234326	0.00450627
187522252_S1	Female	33	1.995134293	0.003892565
187522253_S1	Female	27	2.029491657	0.003880481
187522254_S1	Male	21	0.999442172	1.00409074
187522255_S1	Female	18	1.983662084	0.005180315
187522256_S1	Male	31	1	0.994947368
187522257_S1	Male	23	1.004660622	1.004321668
187522258_S1	Male	54	0.999377058	0.99172377
187522261_S1	Female	27	2.013806706	0.004733728
187522262_S1	Female	19	2.007282748	0.004723944
187522263_S1	Female	25	1.992684549	0.010197295
187522264_S1	Male	20	1.004120313	1.004532344
187522265_S1	Female	19	2.008978032	0.004584527
187522266_S1	Male	28	1.001234133	1.006875882
187522267_S1	Female	20	1.997840173	0.004319654
187522268_S1	Female	59	1.963753614	0.00489215
187522269_S1	Male	29	0.997533207	0.992030361
187522270_S1	Female	49	1.991589872	0.003936656
187522379_S1	Female	62	2.001717918	0.003092252
187522427_S1	Male	53	1.009371797	0.98916386
187522463_S1	Male	54	1.012744606	1.013948821
187522475_S1	Female	51	1.99648197	0.003166227
187522511_S1	Male	40	1.012989588	1.008230045
187522523_S1	Female	54	2.014460784	0.004901961
187522656_S1	Female	33	2.003929659	0.003733176
187522657_S1	Female	32	1.996890718	0.002926383
187522658_S1	Female	32	2.000575705	0.00326233
187522659_S1	Female	18	2.011301939	0.00398892
187522660_S1	Female	43	2.012993405	0.003149916
187522661_S1	Male	30	1.000076576	1.005896317
187522662_S1	Female	34	2.004162331	0.003201793
187522663_S1	Male	19	1.006881861	1.010322792
187522664_S1	Male	19	1.000848336	0.998963144
187522665_S1	Female	46	1.991400876	0.003283302
187522666_S1	Female	58	1.996855099	0.003459391
187522668_S1	Female	23	2.001885547	0.003393985
187522669_S1	Female	20	2.009687288	0.003738953
187522670_S1	Male	20	0.99991529	1.003642524
187522671_S1	Female	36	2.001212979	0.003638937
187522672_S1	Male	29	1.003672848	1.003314521
187522673_S1	Female	21	2.009549916	0.003537006
187522674_S1	Male	37	1.017704918	1.01442623
187522675_S1	Female	21	2.000861178	0.003100241
187522676_S1	Female	46	1.989150845	0.004172752
187522677_S1	Female	40	2.021337947	0.002883506
187522678_S1	Female	37	1.995779817	0.003302752
187522679_S1	Female	21	1.996058337	0.003547497
187522680_S1	Female	25	2.007561437	0.004200798
187522681_S1	Female	56	1.996111471	0.004444033
187522682_S1	Female	21	2.014564967	0.003832886
187522683_S1	Male	25	1.003043784	1.006789979
187522684_S1	Female	30	1.999099748	0.00432121
187522685_S1	Male	38	1.002987236	1.007875441
187522686_S1	Female	48	2.008194482	0.004370391
187522687_S1	Female	42	2.007138608	0.004362483
187522688_S1	Male	20	1.006084311	1.004997827
187522689_S1	Female	34	2.020825586	0.004834511
187522690_S1	Male	35	1.00633383	0.999813711
187522691_S1	Female	50	1.994760842	0.004268943
187522693_S1	Female	31	1.996440964	0.004270843
187522694_S1	Male	54	1.005199597	0.980040255
187522695_S1	Female	26	2.013552759	0.004732709
187522696_S1	Male	19	1.000984058	1.010431018
187522698_S1	Female	55	2.003248615	0.003821899
187522699_S1	Female	27	2.010855799	0.00434232
187522700_S1	Male	19	1.002271007	1.00443387
187522701_S1	Male	25	0.998676899	1.003440064
187522702_S1	Female	22	2.039402503	0.003875656
187522704_S1	Female	33	2.013588886	0.004056384
187522705_S1	Male	24	1.009586955	1.01406684
187522706_S1	Female	34	2.035265465	0.003896736
187522707_S1	Male	19	1.002767417	1.016484178
187522708_S1	Male	45	1.004088144	1.009073686
187522709_S1	Female	60	1.997836349	0.003737215
187522710_S1	Female	23	2.003540962	0.003862868
187522711_S1	Female	26	1.998716774	0.002933089
187522712_S1	Male	18	1.000280191	1.010740637
187522713_S1	Female	30	2.003878976	0.003413499
187522714_S1	Female	28	2.005154224	0.002899251
187522716_S1	Male	33	1.006096279	1.00966996
187522717_S1	Male	18	1.003655166	1.001693858
187522718_S1	Male	23	1.007810532	1.012177711
187522719_S1	Male	26	1.00361591	1.019083969
187522720_S1	Male	24	1.008550221	1.007610636
187522721_S1	Female	26	2.016820113	0.003895184
187522722_S1	Male	23	1.010750527	1.012157139
187522723_S1	Female	42	1.996285435	0.003910068
187522724_S1	Female	28	2.027212523	0.004816376
187522725_S1	Male	27	1.003055184	1.005537521
187522726_S1	Male	45	0.999236447	1.000763553
187522727_S1	Male	19	1.009400705	1.006658833
187522728_S1	Female	49	1.985336372	0.004359457
187522729_S1	Male	28	1.003246753	1.010252905
187522730_S1	Male	20	1.003058689	1.004396865
187522731_S1	Female	26	2.004088504	0.005291005
187522732_S1	Male	26	1.009855072	1.021256039
187522733_S1	Male	22	1.006297344	1.005019622
187522734_S1	Female	64	1.969230769	0.004102564
187522735_S1	Female	33	2.009146341	0.004065041
187522736_S1	Male	19	0.995923238	1.002883564
187522737_S1	Male	50	0.997506636	1.0036194
187522738_S1	Female	36	2.001378088	0.003937395
187522739_S1	Male	19	1.003510265	1.007977875
187522740_S1	Male	52	1.004072883	0.99335477
187522741_S1	Male	23	1.003060373	1.006398961
187522742_S1	Male	58	0.999915519	1.004308524
187522743_S1	Male	19	1.000567215	1.00453772
187522744_S1	Female	20	2.006140856	0.004989445
187522745_S1	Male	19	1	0.996952859
187522746_S1	Male	19	1.004162725	1.00359508
187522747_S1	Male	24	0.998913043	1.009057971
187522748_S1	Male	21	1.000251953	1.004031242
187522749_S1	Male	20	1.007522987	0.998235349
187522750_S1	Male	72	0.998925501	0.929083095
187522752_S1	Male	27	1.003065215	1.003276609
187522753_S1	Female	81	1.983666223	0.003905903
187522754_S1	Female	30	2.002584493	0.003976143
187522755_S1	Female	19	2.013234455	0.005476326
187522756_S1	Female	35	1.991544965	0.004996157
187522758_S1	Male	54	1.005203494	0.969894072
187522759_S1	Male	40	1.00069993	1.00009999
187522760_S1	Male	23	0.999885492	1.006755983
